Id,Make,Model,Variant,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Gears,Type
312,Toyota,Land Cruiser Prado,Vx L,BS IV,87 litres,Diesel,SUV,5,Automatic
314,Audi,Rs5,Coupe,BS IV,58 litres,Petrol,Coupe,7,Automatic
315,Bmw,7-Series,730Ld Design Pure Excellence,BS 6,78 litres,Diesel,Sedan,8,Automatic
316,Bmw,7-Series,730Ld Design Pure Excellence Signature,BS 6,78 litres,Diesel,Sedan,8,Automatic
317,Bmw,7-Series,730Ld M Sport,BS 6,78 litres,Diesel,Sedan,8,Automatic
318,Bmw,7-Series,740Li Design Pure Excellence Signature,BS 6,78 litres,Petrol,Sedan,8,Automatic
319,Bmw,7-Series,745Le Xdrive,BS 6,46 litres,Hybrid,Sedan,8,Automatic
320,Bmw,7-Series,M760Li Xdrive,BS 6,78 litres,Petrol,Sedan,8,Automatic
321,Audi,Q8,55 Tfsi Quattro Tiptronic,BS 6,85 litres,Petrol,SUV,8,Automatic
322,,Mercedes-Benz S-Class,S 350 D,BS IV,90 litres,Diesel,Sedan,7,Automatic
323,,Mercedes-Benz S-Class,S 450,BS IV,70 litres,Petrol,Sedan,7,Automatic
324,,Mercedes-Benz S-Class,Amg S 63 Coupe,BS IV,80 litres,Petrol,Coupe,7,Automatic
325,Maserati,Levante,Diesel,BS IV,80 litres,Diesel,SUV,6,Automatic
326,Maserati,Levante,Gransport,BS IV,80 litres,Diesel,SUV,6,Automatic
327,Maserati,Levante,Granlusson,BS IV,80 litres,Diesel,SUV,6,Automatic
328,,Mercedes-Benz G-Class,Amg G 63,BS 6,96 litres,Petrol,SUV,9,Automatic
329,,Mercedes-Benz G-Class,G 350D,BS 6,100 litres,Diesel,SUV,9,Automatic
330,Audi,A8 L,55 Tfsi Quattro,BS 6,82 litres,Petrol,Sedan,8,Automatic
331,Maserati,Granturismo,Sport,BS IV,86 litres,Petrol,Coupe,6,Automatic
332,Maserati,Quattroporte,Granlusso,BS 6,70 litres,Diesel,Sports,6,Automatic
334,,Mercedes-Benz Maybach,S650,BS IV,80 litres,Petrol,Sedan,7,Automatic
335,,Mercedes-Benz Maybach,S560,BS IV,80 litres,Petrol,Sedan,9,Automatic
336,Porsche,Panamera,Turbo,BS IV,90 litres,Petrol,Sedan,7,Automatic
337,Porsche,Panamera,Turbo Executive,BS IV,90 litres,Petrol,Sedan,7,Automatic
338,Porsche,Panamera,Turbo Sport Turismo,BS IV,90 litres,Petrol,Sedan,7,Automatic
339,Lexus,Lx 450D,V8,BS IV,93 litres,Diesel,SUV,6,Automatic
341,Audi,R8,V10 Plus,BS IV,75 litres,Petrol,Coupe,7,Automatic
343,Bentley,Continental Gt,Coupe,BS IV,90 litres,Petrol,Coupe,8,Automatic
344,Ferrari,Portofino,V8 Convertible,BS IV,92 litres,Petrol,Convertible,7,Automatic
345,Bentley,Bentayga,W12,BS IV,85 litres,Petrol,SUV,8,Automatic
346,Bentley,Bentayga,V8,BS IV,85 litres,Petrol,SUV,8,Automatic
348,Ferrari,458 Speciale,Coupe,BS IV,86 litres,Petrol,Coupe,7,Automatic
349,,Rolls-Royce Ghost Series Ii,6.6,BS IV,82.5 litres,Petrol,Sedan,8,Automatic
350,,Rolls-Royce Ghost Series Ii,Ewb,BS IV,82.5 litres,Petrol,Sedan,8,Automatic
351,,Rolls-Royce Wraith,Coupe,BS IV,83 litres,Petrol,Coupe,8,Automatic
352,Bentley,Mulsanne,Sedan,BS IV,90 litres,Petrol,Sedan,8,Automatic
353,,Rolls-Royce Cullinan,Suv,BS 6,,Petrol,SUV,8,Automatic
354,,Rolls-Royce Phantom Coupe,6.8 L,BS IV,100 litres,Petrol,Coupe,8,Automatic
355,Bugatti,Chiron,W16,BS 6,,Petrol,Sports,7,Automatic
357,Bajaj,Qute (Re60),Qcar,BS IV,,Petrol,Hatchback,5,Manual
358,Bajaj,Qute (Re60),Qcar Cng,BS IV,,CNG,Hatchback,5,Manual
359,Maruti Suzuki,Alto,Std,BS 6,35 litres,Petrol,Hatchback,5,Manual
360,Maruti Suzuki,Alto,Std (O),BS 6,35 litres,Petrol,Hatchback,5,Manual
361,Maruti Suzuki,Alto,Lxi,BS 6,35 litres,Petrol,Hatchback,5,Manual
362,Maruti Suzuki,Alto,Lxi (O),BS 6,35 litres,Petrol,Hatchback,5,Manual
363,Maruti Suzuki,Alto,Vxi,BS 6,35 litres,Petrol,Hatchback,5,Manual
364,Maruti Suzuki,Alto,Lxi Cng (Cng +,BS 6,35 litres,CNG + Petrol,Hatchback,5,Manual
365,Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,BS 6,35 litres,CNG + Petrol,Hatchback,5,Manual
366,Maruti Suzuki,Alto,Vxi Plus,BS 6,35 litres,Petrol,Hatchback,5,Manual
367,Maruti Suzuki,S-Presso,Std,BS 6,27 litres,Petrol,Hatchback,5,Manual
368,Maruti Suzuki,S-Presso,Std (O),BS 6,27 litres,Petrol,Hatchback,5,Manual
369,Maruti Suzuki,S-Presso,Lxi,BS 6,27 litres,Petrol,Hatchback,5,Manual
370,Maruti Suzuki,S-Presso,Lxi (O),BS 6,27 litres,Petrol,Hatchback,5,Manual
371,Maruti Suzuki,S-Presso,Vxi,BS 6,27 litres,Petrol,Hatchback,5,Manual
372,Maruti Suzuki,S-Presso,Vxi (O),BS 6,27 litres,Petrol,Hatchback,5,Manual
373,Maruti Suzuki,S-Presso,Vxi Ags,BS 6,27 litres,Petrol,Hatchback,5,AMT
374,Maruti Suzuki,S-Presso,Vxi+,BS 6,27 litres,Petrol,Hatchback,5,Manual
375,Maruti Suzuki,S-Presso,Vxi (O) Ags,BS 6,27 litres,Petrol,Hatchback,5,AMT
376,Maruti Suzuki,S-Presso,Vxi+ Ags,BS 6,27 litres,Petrol,Hatchback,5,AMT
377,Maruti Suzuki,Celerio,Lxi,BS 6,35 litres,Petrol,Hatchback,5,Manual
378,Maruti Suzuki,Celerio,Vxi,BS 6,35 litres,Petrol,Hatchback,5,Manual
379,Maruti Suzuki,Celerio,Vxi At,BS 6,35 litres,Petrol,Hatchback,5,Automatic
380,Maruti Suzuki,Celerio,Zxi,BS 6,35 litres,Petrol,Hatchback,5,Manual
381,Maruti Suzuki,Celerio,Zxi (Opt),BS 6,35 litres,Petrol,Hatchback,5,Manual
382,Maruti Suzuki,Celerio,Vxi Cng Mt,BS 6,35 litres,CNG,Hatchback,5,Manual
383,Maruti Suzuki,Celerio,Zxi Ags,BS 6,35 litres,Petrol,Hatchback,5,Automatic
384,Maruti Suzuki,Celerio,Lxi Mt (O),BS 6,35 litres,Petrol,Hatchback,5,Manual
385,Maruti Suzuki,Celerio,Vxi (O) Mt,BS 6,35 litres,Petrol,Hatchback,5,Manual
386,Maruti Suzuki,Celerio,Vxi (O) Ags,BS 6,35 litres,Petrol,Hatchback,5,Automatic
387,Maruti Suzuki,Celerio,Zxi (O) Ags,BS 6,35 litres,Petrol,Hatchback,5,Automatic
388,Hyundai,Grand I10 Prime,Era T Crdi,BS IV,43 litres,Diesel,Hatchback,5,Manual
389,Hyundai,Grand I10 Prime,Era T+ Crdi,BS IV,43 litres,Diesel,Hatchback,5,Manual
390,Hyundai,Grand I10 Prime,Era T Vtvt,BS IV,43 litres,Petrol,Hatchback,5,Manual
391,Hyundai,Grand I10 Prime,Era T+ Vtvt,BS IV,43 litres,Petrol,Hatchback,5,Manual
392,Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,BS IV,43 litres,CNG,Hatchback,5,Manual
393,Hyundai,Grand I10 Prime,Era T Cng Vtvt,BS IV,43 litres,CNG,Hatchback,5,Manual
394,Mahindra,Kuv100 Nxt,K2 6Str,BS IV,35 litres,Petrol,Hatchback,5,Manual
395,Mahindra,Kuv100 Nxt,K2+ 6Str,BS IV,35 litres,Petrol,Hatchback,5,Manual
396,Mahindra,Kuv100 Nxt,K2 D 6Str,BS IV,35 litres,Diesel,Hatchback,5,Manual
397,Mahindra,Kuv100 Nxt,K2+ D 6Str,BS IV,35 litres,Diesel,Hatchback,5,Manual
398,Mahindra,Kuv100 Nxt,K4+ D 6Str,BS IV,35 litres,Diesel,Hatchback,5,Manual
399,Mahindra,Kuv100 Nxt,K4+ 6Str,BS IV,35 litres,Petrol,Hatchback,5,Manual
400,Mahindra,Kuv100 Nxt,K6+ 6Str,BS IV,35 litres,Petrol,Hatchback,5,Manual
401,Mahindra,Kuv100 Nxt,K6+ D 6Str,BS IV,35 litres,Diesel,Hatchback,5,Manual
402,Mahindra,Kuv100 Nxt,K8 6Str,BS IV,35 litres,Petrol,Hatchback,5,Manual
403,Mahindra,Kuv100 Nxt,K8 D 6Str,BS IV,35 litres,Diesel,Hatchback,5,Manual
404,Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,BS IV,35 litres,Petrol,Hatchback,5,Manual
405,Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,BS IV,35 litres,Diesel,Hatchback,5,Manual
406,Mahindra,Kuv100 Nxt,K4+ 5Str,BS IV,35 litres,Petrol,Hatchback,5,Manual
407,Mahindra,Kuv100 Nxt,K6+ 5Str,BS IV,35 litres,Petrol,Hatchback,5,Manual
408,Mahindra,Kuv100 Nxt,K8 5Str,BS IV,35 litres,Petrol,Hatchback,5,Manual
409,Mahindra,Kuv100 Nxt,K4+ D 5Str,BS IV,35 litres,Diesel,Hatchback,5,Manual
410,Mahindra,Kuv100 Nxt,K6+ D 5Str,BS IV,35 litres,Diesel,Hatchback,5,Manual
411,Mahindra,Kuv100 Nxt,K8 D 5Str,BS IV,35 litres,Diesel,Hatchback,5,Manual
412,Mahindra,Kuv100 Nxt,K2 D 5Str Taxi,BS IV,35 litres,Diesel,Hatchback,5,Manual
413,Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,BS IV,35 litres,Diesel,Hatchback,5,Manual
414,Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,BS IV,35 litres,Petrol,Hatchback,5,Manual
415,Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,BS IV,35 litres,Petrol,Hatchback,5,Manual
416,Maruti Suzuki,Swift,Lxi,BS 6,37 litres,Petrol,Hatchback,5,Manual
417,Maruti Suzuki,Swift,Vxi,BS 6,37 litres,Petrol,Hatchback,5,Manual
418,Maruti Suzuki,Swift,Vxi Amt,BS 6,37 litres,Petrol,Hatchback,5,Automatic
419,Maruti Suzuki,Swift,Zxi,BS 6,37 litres,Petrol,Hatchback,5,Manual
420,Maruti Suzuki,Swift,Zxi Amt,BS 6,37 litres,Petrol,Hatchback,5,Automatic
421,Maruti Suzuki,Swift,Zxi Plus,BS 6,37 litres,Petrol,Hatchback,5,Manual
422,Maruti Suzuki,Swift,Ldi,BS IV,37 litres,Diesel,Hatchback,5,Manual
423,Maruti Suzuki,Swift,Vdi,BS IV,37 litres,Diesel,Hatchback,5,Manual
424,Maruti Suzuki,Swift,Vdi Amt,BS IV,37 litres,Diesel,Hatchback,5,Automatic
425,Maruti Suzuki,Swift,Zdi,BS IV,37 litres,Diesel,Hatchback,5,Manual
426,Maruti Suzuki,Swift,Zdi Amt,BS IV,37 litres,Diesel,Hatchback,5,Automatic
427,Maruti Suzuki,Swift,Zdi Plus,BS IV,37 litres,Diesel,Hatchback,5,Manual
428,Maruti Suzuki,Swift,Zxi Plus Amt,BS 6,37 litres,Petrol,Hatchback,5,Automatic
429,Maruti Suzuki,Swift,Zdi Plus Amt,BS IV,37 litres,Diesel,Hatchback,5,Automatic
430,Tata,Altroz,Xe Petrol,BS 6,37 litres,Petrol,Hatchback,5,Manual
431,Tata,Altroz,Xm Petrol,BS 6,37 litres,Petrol,Hatchback,5,Manual
432,Tata,Altroz,Xt Petrol,BS 6,37 litres,Petrol,Hatchback,5,Manual
433,Tata,Altroz,Xz Petrol,BS 6,37 litres,Petrol,Hatchback,5,Manual
434,Tata,Altroz,Xz (O) Petrol,BS 6,37 litres,Petrol,Hatchback,5,Manual
435,Tata,Altroz,Xe Diesel,BS 6,37 litres,Diesel,Hatchback,5,Manual
436,Tata,Altroz,Xm Diesel,BS 6,37 litres,Diesel,Hatchback,5,Manual
437,Tata,Altroz,Xt Diesel,BS 6,37 litres,Diesel,Hatchback,5,Manual
438,Tata,Altroz,Xz Diesel,BS 6,37 litres,Diesel,Hatchback,5,Manual
439,Tata,Altroz,Xz (O) Diesel,BS 6,37 litres,Diesel,Hatchback,5,Manual
440,Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,BS III,50 litres,Diesel,SUV,5,Manual
441,Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,BS IV,50 litres,Diesel,SUV,5,Manual
442,Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,BS III,50 litres,Diesel,SUV,5,Manual
443,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,BS IV,50 litres,Diesel,SUV,5,Manual
444,Icml,Extreme,Sd Di 9 Seater Bsiii,BS III,50 litres,Diesel,SUV,5,Manual
445,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,BS IV,50 litres,Diesel,SUV,5,Manual
446,Icml,Extreme,Vd Crdfi 7 Seater Bsiii,BS III,50 litres,Diesel,SUV,5,Manual
447,Icml,Extreme,Vd Di 7 Seater Bsiii,BS III,50 litres,Diesel,SUV,5,Manual
448,Icml,Extreme,Sd Crdfi 9 Seater Bsiv,BS IV,50 litres,Diesel,SUV,5,Manual
449,Icml,Extreme,Vd Crdfi 7 Seater Bsiv,BS IV,50 litres,Diesel,SUV,5,Manual
450,Icml,Extreme,Sd Crdfi 9 Seater Bsiii,BS III,50 litres,Diesel,SUV,5,Manual
451,Tata,Tigor,Revotron Xe,BS 6,35 litres,Petrol,Sedan,5,Manual
452,Tata,Tigor,Revotron Xm,BS 6,35 litres,Petrol,Sedan,5,Manual
453,Tata,Tigor,Revotron Xz,BS 6,35 litres,Petrol,Sedan,5,Manual
454,Tata,Tigor,Revotron Xz Plus,BS 6,35 litres,Petrol,Sedan,5,Manual
455,Tata,Tigor,Revotron Xma,BS 6,35 litres,Petrol,Sedan,5,AMT
456,Tata,Tigor,Revotron Xza Plus,BS 6,35 litres,Petrol,Sedan,5,AMT
457,Tata,Zest,Xe Petrol,BS IV,44 litres,Petrol,Sedan,5,Manual
458,Tata,Zest,Xe Diesel,BS IV,44 litres,Diesel,Sedan,5,Manual
459,Tata,Zest,Xm Petrol,BS IV,44 litres,Petrol,Sedan,5,Manual
460,Tata,Zest,Xms Petrol,BS IV,44 litres,Petrol,Sedan,5,Manual
461,Tata,Zest,Xt Petrol,BS IV,44 litres,Petrol,Sedan,5,Manual
462,Tata,Zest,Xm Diesel,BS IV,44 litres,Diesel,Sedan,5,Manual
463,Tata,Zest,Xms Diesel,BS IV,44 litres,Diesel,Sedan,5,Manual
464,Tata,Zest,Xt Diesel,BS IV,44 litres,Diesel,Sedan,5,Manual
465,Tata,Zest,Xma Diesel,BS IV,44 litres,Diesel,Sedan,5,AMT
466,Tata,Zest,Xta Diesel,BS IV,44 litres,Diesel,Sedan,5,Automatic
467,Tata,Zest,Zest Premio Edition,BS IV,44 litres,Diesel,Sedan,5,Manual
468,Honda,Amaze,S Cvt Petrol,BS 6,35 litres,Petrol,Sedan,5,Automatic
469,Honda,Amaze,E Mt Diesel,BS 6,35 litres,Diesel,Sedan,5,Manual
470,Honda,Amaze,E Mt Petrol,BS 6,35 litres,Petrol,Sedan,5,Manual
471,Honda,Amaze,S Cvt Diesel,BS 6,35 litres,Diesel,Sedan,5,Automatic
472,Honda,Amaze,V Cvt Petrol,BS 6,35 litres,Petrol,Sedan,5,Automatic
473,Honda,Amaze,V Cvt Diesel,BS 6,35 litres,Diesel,Sedan,5,Automatic
474,Honda,Amaze,S Mt Diesel,BS 6,35 litres,Diesel,Sedan,5,Manual
475,Honda,Amaze,Vx Mt Diesel,BS 6,35 litres,Diesel,Sedan,5,Manual
476,Honda,Amaze,V Mt Diesel,BS 6,35 litres,Diesel,Sedan,5,Manual
477,Honda,Amaze,Vx Mt Petrol,BS 6,35 litres,Petrol,Sedan,5,Manual
478,Honda,Amaze,V Mt Petrol,BS 6,35 litres,Petrol,Sedan,5,Manual
479,Honda,Amaze,S Mt Petrol,BS 6,35 litres,Petrol,Sedan,5,Manual
480,Honda,Amaze,Exclusive Edition Diesel,BS 6,35 litres,Diesel,Sedan,5,Manual
481,Honda,Amaze,Exclusive Edition Petrol,BS 6,35 litres,Petrol,Sedan,5,Manual
482,Honda,Amaze,Vx Cvt Diesel,BS 6,35 litres,Diesel,Sedan,5,Automatic
483,Honda,Amaze,Vx Cvt Petrol,BS 6,35 litres,Petrol,Sedan,5,Automatic
484,Honda,Amaze,Ace Edition Cvt Diesel,BS 6,35 litres,Diesel,Sedan,5,Automatic
485,Honda,Amaze,Ace Edition Cvt Petrol,BS 6,35 litres,Petrol,Sedan,5,Automatic
486,Honda,Amaze,Ace Edition Mt Diesel,BS 6,35 litres,Diesel,Sedan,5,Manual
487,Honda,Amaze,Ace Edition Mt Petrol,BS 6,35 litres,Petrol,Sedan,5,Manual
488,Maruti Suzuki,Gypsy,Hard Top,BS III,40 litres,Petrol,SUV,5,Manual
489,Maruti Suzuki,Gypsy,Soft Top,BS III,40 litres,Petrol,SUV,5,Manual
490,Hyundai,Venue,1.2 Kappa Mt E,BS IV,45 litres,Petrol,SUV,5,Manual
491,Hyundai,Venue,1.0 Turbo Gdi Mt S,BS IV,45 litres,Petrol,SUV,7,Manual
492,Hyundai,Venue,1.4 Crdi Mt E,BS IV,,Diesel,SUV,6,Manual
493,Hyundai,Venue,1.0 Turbo Gdi Mt Sx,BS IV,45 litres,Petrol,SUV,6,Manual
494,Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,BS IV,45 litres,Petrol,SUV,6,Manual
495,Hyundai,Venue,1.0 Turbo Gdi Mt Sx(O),BS IV,45 litres,Petrol,SUV,6,Manual
496,Hyundai,Venue,1.0 Turbo Gdi Dct S,BS IV,45 litres,Petrol,SUV,7,DCT
497,Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,BS IV,45 litres,Petrol,SUV,7,DCT
498,Hyundai,Venue,1.2 Kappa Mt S,BS IV,45 litres,Petrol,SUV,5,Manual
499,Hyundai,Venue,1.4 Crdi Mt S,BS IV,,Diesel,SUV,6,Manual
500,Hyundai,Venue,1.4 Crdi Mt Sx,BS IV,,Diesel,SUV,6,Manual
501,Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,BS IV,,Diesel,SUV,6,Manual
502,Hyundai,Venue,1.4 Crdi Mt Sx(O),BS IV,45 litres,Diesel,SUV,6,Manual
527,Fiat,Linea,Active Fire,BS IV,45 litres,Petrol,Sedan,5,Manual
528,Fiat,Linea,Active Multijet,BS IV,45 litres,Diesel,Sedan,5,Manual
529,Fiat,Linea,Dynamic Multijet,BS IV,45 litres,Diesel,Sedan,5,Manual
530,Fiat,Linea,Emotion Multijet,BS IV,45 litres,Diesel,Sedan,5,Manual
531,Fiat,Linea,T-Jet Emotion,BS IV,45 litres,Petrol,Sedan,5,Manual
532,Mahindra,Bolero Power Plus,Zlx,BS IV,60 litres,Diesel,SUV,5,Manual
533,Mahindra,Bolero Power Plus,Slx,BS IV,60 litres,Diesel,SUV,5,Manual
534,Mahindra,Bolero Power Plus,Sle,BS IV,60 litres,Diesel,SUV,5,Manual
535,Mahindra,Bolero Power Plus,Lx,BS IV,60 litres,Diesel,SUV,5,Manual
536,Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,BS IV,60 litres,Diesel,SUV,5,Manual
537,Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,BS III,60 litres,Diesel,SUV,5,Manual
538,Maruti Suzuki,Vitara Brezza,Ldi,BS IV,48 litres,Diesel,SUV,5,Manual
539,Maruti Suzuki,Vitara Brezza,Vdi,BS IV,48 litres,Diesel,SUV,5,Manual
540,Maruti Suzuki,Vitara Brezza,Zdi,BS IV,48 litres,Diesel,SUV,5,Manual
541,Maruti Suzuki,Vitara Brezza,Zdi+,BS IV,48 litres,Diesel,SUV,5,Manual
542,Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone,BS IV,48 litres,Diesel,SUV,5,Manual
543,Maruti Suzuki,Vitara Brezza,Zdi+ Ags,BS IV,48 litres,Diesel,SUV,5,Manual
544,Maruti Suzuki,Vitara Brezza,Vdi Ags,BS IV,48 litres,Diesel,SUV,5,Automatic
545,Maruti Suzuki,Vitara Brezza,Zdi Ags,BS IV,48 litres,Diesel,SUV,5,Automatic
546,Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone Ags,BS IV,48 litres,Diesel,SUV,5,Automatic
547,Hyundai,I20 Active,1.2 S,BS IV,40 litres,Petrol,Hatchback,5,Manual
548,Hyundai,I20 Active,1.2 Sx,BS IV,40 litres,Petrol,Hatchback,6,Manual
549,Hyundai,I20 Active,1.2 Sx Dual Tone,BS IV,40 litres,Petrol,Hatchback,6,Manual
550,Hyundai,I20 Active,1.4 Sx,BS IV,40 litres,Diesel,Hatchback,6,Manual
551,Ford,Ecosport,1.5L Ti-Vct Ambiente,BS 6,52 litres,Petrol,SUV,5,Manual
552,Ford,Ecosport,1.5L Ti-Vct Trend,BS 6,52 litres,Petrol,SUV,5,Manual
553,Ford,Ecosport,1.5L Ti-Vct Titanium,BS 6,52 litres,Petrol,SUV,5,Manual
554,Ford,Ecosport,1.5L Ti-Vct Titanium Plus At,BS 6,52 litres,Petrol,SUV,6,Automatic
555,Ford,Ecosport,1.5L Tdci Ambiente,BS 6,52 litres,Diesel,SUV,5,Manual
556,Ford,Ecosport,1.5L Tdci Trend,BS 6,52 litres,Diesel,SUV,5,Manual
557,Ford,Ecosport,1.5L Tdci Titanium,BS 6,52 litres,Diesel,SUV,5,Manual
558,Ford,Ecosport,1.5L Tdci Titanium Plus,BS 6,52 litres,Diesel,SUV,5,Manual
559,Ford,Ecosport,1.5L Ti-Vct Titanium Plus,BS 6,52 litres,Petrol,SUV,5,Manual
560,Ford,Ecosport,1.5L Tdci Titanium S,BS 6,52 litres,Diesel,SUV,5,Manual
561,Ford,Ecosport,1.5L Ti-Vct Thunder Edition,BS 6,52 litres,Petrol,SUV,5,Manual
562,Ford,Ecosport,1.5L Tdci Thunder Edition,BS 6,52 litres,Diesel,SUV,5,Manual
563,Renault,Duster,Rxe Petrol,BS IV,50 litres,Petrol,SUV,5,Manual
564,Renault,Duster,Rxs Petrol,BS IV,50 litres,Petrol,SUV,5,Manual
565,Renault,Duster,Rxs (Opt) Cvt,BS IV,50 litres,Petrol,SUV,6,CVT
566,Renault,Duster,85 Ps Rxe Mt Diesel,BS IV,50 litres,Diesel,SUV,5,Manual
567,Renault,Duster,85 Ps Rxs Mt Diesel,BS IV,50 litres,Diesel,SUV,5,Manual
568,Renault,Duster,110 Ps Rxs Mt Diesel,BS IV,50 litres,Diesel,SUV,6,Automatic
569,Renault,Duster,110 Ps Rxz Mt Diesel,BS IV,50 litres,Diesel,SUV,6,Automatic
570,Renault,Duster,110 Ps Rxz Amt Diesel,BS IV,50 litres,Diesel,SUV,6,Automatic
571,Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,BS IV,50 litres,Diesel,SUV,6,Automatic
572,Hyundai,Verna,1.6 Vtvt Sx,BS IV,45 litres,Petrol,Sedan,5,Manual
573,Hyundai,Verna,1.6 Crdi Sx,BS IV,45 litres,Diesel,Sedan,6,Manual
574,Hyundai,Verna,1.6 Crdi Sx (O),BS IV,45 litres,Diesel,Sedan,4,Manual
575,Hyundai,Verna,1.6 Vtvt Sx (O),BS IV,45 litres,Petrol,Sedan,5,Manual
576,Hyundai,Verna,1.6 Crdi Sx Plus At,BS IV,45 litres,Diesel,Sedan,4,Automatic
577,Hyundai,Verna,1.6 Vtvt Sx(O) At,BS IV,45 litres,Petrol,Sedan,4,Automatic
